activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,22456577,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,CN1CC[C@@H](Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '17.88', 'le': '0.34', 'lle': '4.24', 'sei': '15.45'}",CHEMBL4788818,,CHEMBL4788818,8.52,0,,3519588,=,1,1,=,,IC50,nM,,3.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.003
,22456578,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,O=c1cc(-c2cccc3c2Sc2ccc(O[C@@H]4CCN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '14.62', 'le': '0.28', 'lle': '2.78', 'sei': '13.96'}",CHEMBL4783168,,CHEMBL4783168,7.70,0,,3519589,=,1,1,=,,IC50,nM,,20.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.02
,22456579,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,CCN1CC(Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '17.11', 'le': '0.33', 'lle': '3.87', 'sei': '14.79'}",CHEMBL4740512,,CHEMBL4740512,8.15,0,,3519590,=,1,1,=,,IC50,nM,,7.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.006999999999999999
,22456580,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,O=c1cc(-c2cccc3c2Sc2ccc(OC4CN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '16.38', 'le': '0.32', 'lle': '3.87', 'sei': '15.23'}",CHEMBL4788662,,CHEMBL4788662,8.40,0,,3519591,=,1,1,=,,IC50,nM,,4.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.004
,22456581,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,C[C@H]1CN([C@H](C)COc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '16.40', 'le': '0.32', 'lle': '3.92', 'sei': '13.98'}",CHEMBL4761765,,CHEMBL4761765,9.00,0,,3519592,=,1,1,=,,IC50,nM,,1.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.001
,22456582,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,CO[C@@H](C)COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '18.04', 'le': '0.35', 'lle': '3.79', 'sei': '13.74'}",CHEMBL4760622,,CHEMBL4760622,8.40,0,,3519593,=,1,1,=,,IC50,nM,,4.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.004
,22456583,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,C[C@H](O)COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '20.42', 'le': '0.39', 'lle': '5.26', 'sei': '12.78'}",CHEMBL4763102,,CHEMBL4763102,9.22,0,,3519594,=,1,1,=,,IC50,nM,,0.6,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.0006
,22456584,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,COC[C@@H](C)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '19.33', 'le': '0.37', 'lle': '4.39', 'sei': '14.72'}",CHEMBL4752634,,CHEMBL4752634,9.00,0,,3519595,=,1,1,=,,IC50,nM,,1.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.001
,22456585,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,O=c1cc(-c2cccc3c2Sc2ccc(OC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '17.79', 'le': '0.34', 'lle': '3.73', 'sei': '13.89'}",CHEMBL4747809,,CHEMBL4747809,8.49,0,,3519596,=,1,1,=,,IC50,nM,,3.2,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.0032
,22456586,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,O=c1cc(-c2cccc3c2Sc2ccc(OC4COC4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '20.02', 'le': '0.38', 'lle': '5.02', 'sei': '14.72'}",CHEMBL4760480,,CHEMBL4760480,9.00,0,,3519597,=,1,1,=,,IC50,nM,,1.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.001
,22456587,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,O=c1cc(-c2cccc3c2Sc2ccc(OCC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '18.92', 'le': '0.36', 'lle': '4.30', 'sei': '15.21'}",CHEMBL4781601,,CHEMBL4781601,9.30,0,,3519598,=,1,1,=,,IC50,nM,,0.5,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.0005
,22456588,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,COc1ccc2c(c1)C(C)(C)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '14.51', 'le': '0.28', 'lle': '1.38', 'sei': '12.17'}",CHEMBL4799437,,CHEMBL4799437,6.32,0,,3519599,=,1,1,=,,IC50,nM,,480.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.48
,22456589,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,COc1ccc2c(c1)C1(CCOCC1)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '15.29', 'le': '0.29', 'lle': '2.59', 'sei': '11.94'}",CHEMBL4783459,,CHEMBL4783459,7.30,0,,3519600,=,1,1,=,,IC50,nM,,50.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.05
,22456590,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,COC[C@@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '13.90', 'le': '0.27', 'lle': '1.89', 'sei': '10.26'}",CHEMBL4795477,,CHEMBL4795477,6.28,0,,3519601,=,1,1,=,,IC50,nM,,530.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.53
,22456591,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4682224,Inhibition of recombinant full-length human FLAG-tagged ATM assessed as reduction in p53 S15 phosphorylation incubated for 30 mins by ELISA,B,,,BAO_0000179,BAO_0000357,single protein format,COC[C@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '18.38', 'le': '0.35', 'lle': '3.91', 'sei': '13.58'}",CHEMBL4783046,,CHEMBL4783046,8.30,0,,3519602,=,1,1,=,,IC50,nM,,5.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.005
,22456592,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '12.02', 'le': '0.23', 'lle': '2.34', 'sei': '7.82'}",CHEMBL2140173,,CHEMBL2140173,6.58,0,,3519604,=,1,1,=,,IC50,nM,,260.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.26
,22456593,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=C(CN1CCCC1)Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '12.56', 'le': '0.24', 'lle': '2.10', 'sei': '8.43'}",CHEMBL4792283,,CHEMBL4792283,6.33,0,,3519606,=,1,1,=,,IC50,nM,,470.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.47
,22456594,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=C(Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)C1CC1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '13.56', 'le': '0.26', 'lle': '1.69', 'sei': '8.70'}",CHEMBL4794627,,CHEMBL4794627,6.24,0,,3519607,=,1,1,=,,IC50,nM,,570.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.57
,22456595,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,CC(=O)Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '14.80', 'le': '0.28', 'lle': '2.27', 'sei': '8.96'}",CHEMBL4790714,,CHEMBL4790714,6.43,0,,3519608,=,1,1,=,,IC50,nM,,370.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.37
,22456596,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,CC1(CNc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)COC1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '14.60', 'le': '0.28', 'lle': '2.31', 'sei': '10.88'}",CHEMBL4763842,,CHEMBL4763842,6.96,0,,3519609,=,1,1,=,,IC50,nM,,110.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.11
,22456597,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,CC(=O)N(C)c1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '12.03', 'le': '0.23', 'lle': '1.22', 'sei': '8.57'}",CHEMBL4744385,,CHEMBL4744385,5.40,0,,3519610,=,1,1,=,,IC50,nM,,4000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,4.0
,22456598,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '14.82', 'le': '0.28', 'lle': '1.83', 'sei': '11.64'}",CHEMBL4792737,,CHEMBL4792737,6.04,0,,3519611,=,1,1,=,,IC50,nM,,910.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.91
,22456599,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccc(O)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '14.38', 'le': '0.28', 'lle': '1.76', 'sei': '8.99'}",CHEMBL4792191,,CHEMBL4792191,5.66,0,,3519612,=,1,1,=,,IC50,nM,,2200.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,2.2
,22456600,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4C[C@H]5C[C@@H]4CO5)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '12.88', 'le': '0.25', 'lle': '2.63', 'sei': '10.37'}",CHEMBL4763108,,CHEMBL4763108,6.68,0,,3519613,=,1,1,=,,IC50,nM,,210.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.21
,22456601,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCC(F)(F)CC4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '11.94', 'le': '0.23', 'lle': '1.15', 'sei': '11.71'}",CHEMBL4783324,,CHEMBL4783324,6.46,0,,3519614,=,1,1,=,,IC50,nM,,350.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.35
,22456602,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCCC45CCOC5)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '11.74', 'le': '0.22', 'lle': '1.59', 'sei': '9.97'}",CHEMBL4756577,,CHEMBL4756577,6.42,0,,3519615,=,1,1,=,,IC50,nM,,380.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.38
,22456603,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCC(F)(F)C4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '12.50', 'le': '0.24', 'lle': '1.67', 'sei': '11.94'}",CHEMBL4748079,,CHEMBL4748079,6.58,0,,3519616,=,1,1,=,,IC50,nM,,260.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.26
,22456604,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CC(F)C4)cc2C3)oc(N2CCOCC2)c1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '12.48', 'le': '0.24', 'lle': '1.94', 'sei': '11.19'}",CHEMBL4786685,,CHEMBL4786685,6.17,0,,3519617,=,1,1,=,,IC50,nM,,670.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.67
,22456605,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,CC(C)(O)C1CCN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '10.78', 'le': '0.21', 'lle': '1.01', 'sei': '8.05'}",CHEMBL4791332,,CHEMBL4791332,6.07,0,,3519618,=,1,1,=,,IC50,nM,,860.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.86
,22456606,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4682225,Inhibition of ATM in human MCF7 cells assessed as reduction in etoposide-stimulated KAP1 phosphorylation incubated for 1 hr by ICW assay,B,,,BAO_0000179,BAO_0000219,cell-based format,CN1CCN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC1,,,CHEMBL4680114,J Med Chem,2019,"{'bei': '12.70', 'le': '0.24', 'lle': '2.77', 'sei': '11.31'}",CHEMBL4777914,,CHEMBL4777914,6.60,0,,3519619,=,1,1,=,,IC50,nM,,250.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,,,0.25
